Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",18702,6016
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",9001,1222
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",58864,13988
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",63286,5351
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",80662,16979
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",58393,23179
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",50550,11307
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",54365,9583
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",75260,39558
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",82216,16793
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",55972,12086
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",89205,38946
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",109569,24068
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",83068,23723
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",102992,24530
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",57321,50603
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",104875,27299
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",80114,17061
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",68068,15880
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",85870,13289
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",24917,8326
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",64044,15116
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",68393,28077
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",49375,20423
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",57847,11279
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",56713,17302
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",50785,11715
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",53826,4802
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",66250,25169
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",52339,13347
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",85046,9186
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",58269,10389
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",82003,11129
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",47119,5408
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",107851,4211
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",41989,5207
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",87479,9257
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",60149,6315
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",37878,4986
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",37333,6274
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",30805,6223
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",82250,15545
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",37911,12811
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",113426,22740
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",34542,8783
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",27703,11219
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",52681,10371
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",27846,9329
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",15200,2841
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",-,**
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",43321,14683
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",29052,7267
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",35417,8992
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",39830,9829
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",44606,11634
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",35821,2546
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",27434,5480
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",50513,13129
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",37704,4145
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",25625,6106
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",30459,4028
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",37953,9765
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",37083,15629
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",24819,4458
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",40779,2542
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",31315,6367
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",64471,5209
1400000US36047011800,36047011800,"Census Tract 118, Kings County, New York",40170,9212
1400000US36047011900,36047011900,"Census Tract 119, Kings County, New York",55156,12725
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",31750,42709
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",54336,2935
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",44722,10899
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",35061,10340
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",24656,5854
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",54688,17310
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",85989,7573
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",75972,30896
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",46037,7882
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",91667,16899
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",36007,3542
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",88851,12324
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",62557,17211
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",90833,19570
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",61534,14366
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",76058,24149
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",51563,17479
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",60659,15922
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",51942,13388
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",78674,15376
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",53622,7290
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",58571,11492
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",49842,10059
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",60184,11233
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",95833,27265
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",90175,23089
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",66136,15810
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",106955,16115
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",54758,6809
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",102295,22182
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",-,**
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",102480,9331
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",113924,18683
1400000US36047015900,36047015900,"Census Tract 159, Kings County, New York",103173,19296
1400000US36047016000,36047016000,"Census Tract 160, Kings County, New York",48833,7784
1400000US36047016100,36047016100,"Census Tract 161, Kings County, New York",100272,19125
1400000US36047016200,36047016200,"Census Tract 162, Kings County, New York",85781,13935
1400000US36047016300,36047016300,"Census Tract 163, Kings County, New York",74732,14295
1400000US36047016400,36047016400,"Census Tract 164, Kings County, New York",70284,31687
1400000US36047016500,36047016500,"Census Tract 165, Kings County, New York",116341,20068
1400000US36047016600,36047016600,"Census Tract 166, Kings County, New York",71500,34269
1400000US36047016700,36047016700,"Census Tract 167, Kings County, New York",108144,15623
1400000US36047016800,36047016800,"Census Tract 168, Kings County, New York",66964,42927
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",72230,13345
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",59643,6503
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",90906,15685
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",46250,38450
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",51080,37710
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",-,**
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",36875,9056
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",-,**
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",52327,3496
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",52463,20087
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",33900,7576
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",75658,13320
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",37138,15818
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",83105,28213
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",36367,6269
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",22005,2883
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",45417,18554
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",59286,37985
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",72530,12307
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",36913,5228
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",51700,22275
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",37120,6296
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",40861,9399
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",32327,7330
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",50938,8411
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",43421,10413
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",69089,13067
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",34653,25681
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",53934,10373
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",50610,7761
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",74556,6755
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",79242,13395
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",48643,27071
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",66757,12620
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",70329,16664
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",63173,19538
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",95668,8283
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",48469,7915
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",53586,6376
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",70962,33287
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",47386,11156
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",47083,9100
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",27917,21780
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",63224,8273
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",41875,14917
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",41113,6976
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",32333,8352
